Citation 1,Citation 2
Jerusalem Talmud Kiddushin 4:1:14,"Shulchan Arukh, Even HaEzer 2:5"
Jerusalem Talmud Kiddushin 4:1:14,"Tur, Even HaEzer 2"
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:1
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:2
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:3
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:4
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:5
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:6
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:7
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:8
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:9
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:10
Jerusalem Talmud Kiddushin 4:1:15,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:15:11
Jerusalem Talmud Kiddushin 4:1:15,"Mishneh Torah, Kings and Wars 12:3"
Jerusalem Talmud Kiddushin 4:1:15,"Shulchan Arukh, Even HaEzer 2:5"
Jerusalem Talmud Kiddushin 4:1:15,"Tur, Even HaEzer 2"
Jerusalem Talmud Kiddushin 4:1:16,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:16:1
Jerusalem Talmud Kiddushin 4:1:16,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:16:2
Jerusalem Talmud Kiddushin 4:1:16,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:16:3
Jerusalem Talmud Kiddushin 4:1:16,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:16:4
Jerusalem Talmud Kiddushin 4:1:16,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:16:5
Jerusalem Talmud Kiddushin 4:1:16,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:16:1
Jerusalem Talmud Kiddushin 4:1:16,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:16:2
Jerusalem Talmud Kiddushin 4:1:16,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:16:3
Jerusalem Talmud Kiddushin 4:1:16,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:16:4
Jerusalem Talmud Kiddushin 4:1:16,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:16:5
Jerusalem Talmud Kiddushin 4:1:16,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:16:6
Jerusalem Talmud Kiddushin 4:1:16,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:16:7
Jerusalem Talmud Kiddushin 4:1:16,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:1:16:1
Jerusalem Talmud Kiddushin 4:1:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:2:1
Jerusalem Talmud Kiddushin 4:1:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:3:1
Jerusalem Talmud Kiddushin 4:1:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:3:2
Jerusalem Talmud Kiddushin 4:1:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:3:3
Jerusalem Talmud Kiddushin 4:1:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:3:4
Jerusalem Talmud Kiddushin 4:1:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:3:5
Jerusalem Talmud Kiddushin 4:1:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:3:6
Jerusalem Talmud Kiddushin 4:1:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:3:7
Jerusalem Talmud Kiddushin 4:1:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:3:1
Jerusalem Talmud Kiddushin 4:1:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:3:2
Jerusalem Talmud Kiddushin 4:1:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:3:3
Jerusalem Talmud Kiddushin 4:1:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:3:4
Jerusalem Talmud Kiddushin 4:1:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:3:5
Jerusalem Talmud Kiddushin 4:1:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:3:6
Jerusalem Talmud Kiddushin 4:1:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:3:7
Jerusalem Talmud Kiddushin 4:1:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:3:8
Jerusalem Talmud Kiddushin 4:1:3,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:3:1
Jerusalem Talmud Kiddushin 4:1:3,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:1:3:1
Jerusalem Talmud Kiddushin 4:1:3,"Mishneh Torah, Heave Offerings 1:26"
Jerusalem Talmud Kiddushin 4:1:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:4:1
Jerusalem Talmud Kiddushin 4:1:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:4:2
Jerusalem Talmud Kiddushin 4:1:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:4:3
Jerusalem Talmud Kiddushin 4:1:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:4:4
Jerusalem Talmud Kiddushin 4:1:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:4:5
Jerusalem Talmud Kiddushin 4:1:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:4:6
Jerusalem Talmud Kiddushin 4:1:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:4:7
Jerusalem Talmud Kiddushin 4:1:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:4:1
Jerusalem Talmud Kiddushin 4:1:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:4:2
Jerusalem Talmud Kiddushin 4:1:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:4:3
Jerusalem Talmud Kiddushin 4:1:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:4:4
Jerusalem Talmud Kiddushin 4:1:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:4:5
Jerusalem Talmud Kiddushin 4:1:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:4:6
Jerusalem Talmud Kiddushin 4:1:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:4:7
Jerusalem Talmud Kiddushin 4:1:4,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:1:4:1
Jerusalem Talmud Kiddushin 4:1:4,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:4:1
Jerusalem Talmud Kiddushin 4:1:4,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:1:4:1
Jerusalem Talmud Kiddushin 4:1:4,"Mishneh Torah, Forbidden Intercourse 18:3"
Jerusalem Talmud Kiddushin 4:1:4,"Mishneh Torah, Forbidden Intercourse 19:6"
Jerusalem Talmud Kiddushin 4:1:4,"Shulchan Arukh, Even HaEzer 6:8"
Jerusalem Talmud Kiddushin 4:1:4,"Tur, Even HaEzer 6"
Jerusalem Talmud Kiddushin 4:1:5,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:5:1
Jerusalem Talmud Kiddushin 4:1:5,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:5:2
Jerusalem Talmud Kiddushin 4:1:5,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:5:3
Jerusalem Talmud Kiddushin 4:1:5,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:5:4
Jerusalem Talmud Kiddushin 4:1:5,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:5:1
Jerusalem Talmud Kiddushin 4:1:5,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:5:2
Jerusalem Talmud Kiddushin 4:1:5,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:5:3
Jerusalem Talmud Kiddushin 4:1:5,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:5:4
Jerusalem Talmud Kiddushin 4:1:5,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:5:1
Jerusalem Talmud Kiddushin 4:1:5,"Mishneh Torah, Forbidden Intercourse 13:17"
Jerusalem Talmud Kiddushin 4:1:5,"Shulchan Arukh, Yoreh De'ah 268:12"
Jerusalem Talmud Kiddushin 4:1:5,"Tur, Yoreh De'ah 268"
Jerusalem Talmud Kiddushin 4:1:6,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:6:1
Jerusalem Talmud Kiddushin 4:1:6,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:6:2
Jerusalem Talmud Kiddushin 4:1:6,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:6:3
Jerusalem Talmud Kiddushin 4:1:6,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:6:4
Jerusalem Talmud Kiddushin 4:1:6,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:6:5
Jerusalem Talmud Kiddushin 4:1:6,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:6:6
Jerusalem Talmud Kiddushin 4:1:6,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:6:7
Jerusalem Talmud Kiddushin 4:1:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:6:1
Jerusalem Talmud Kiddushin 4:1:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:6:2
Jerusalem Talmud Kiddushin 4:1:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:6:3
Jerusalem Talmud Kiddushin 4:1:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:6:4
Jerusalem Talmud Kiddushin 4:1:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:6:5
Jerusalem Talmud Kiddushin 4:1:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:6:6
Jerusalem Talmud Kiddushin 4:1:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:6:7
Jerusalem Talmud Kiddushin 4:1:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:6:8
Jerusalem Talmud Kiddushin 4:1:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:6:9
Jerusalem Talmud Kiddushin 4:1:6,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:6:10
Jerusalem Talmud Kiddushin 4:1:6,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:1:6:1
Jerusalem Talmud Kiddushin 4:1:6,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:1:6:2
Jerusalem Talmud Kiddushin 4:1:6,"Mishneh Torah, Forbidden Intercourse 12:23"
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:1
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:2
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:3
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:4
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:5
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:6
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:7
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:8
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:9
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:10
Jerusalem Talmud Kiddushin 4:1:7,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:7:11
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:1
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:2
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:3
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:4
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:5
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:6
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:7
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:8
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:9
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:10
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:11
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:12
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:13
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:14
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:15
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:16
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:17
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:18
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:19
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:20
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:21
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:22
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:23
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:24
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:25
Jerusalem Talmud Kiddushin 4:1:7,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:7:26
Jerusalem Talmud Kiddushin 4:1:7,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:7:1
Jerusalem Talmud Kiddushin 4:1:7,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:7:2
Jerusalem Talmud Kiddushin 4:1:7,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:7:3
Jerusalem Talmud Kiddushin 4:1:7,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:7:4
Jerusalem Talmud Kiddushin 4:1:7,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:1:7:1
Jerusalem Talmud Kiddushin 4:1:7,"Mishneh Torah, Forbidden Intercourse 12:23"
Jerusalem Talmud Kiddushin 4:1:7,"Mishneh Torah, Forbidden Intercourse 12:24"
Jerusalem Talmud Kiddushin 4:1:7,"Mishneh Torah, Forbidden Intercourse 19:17"
Jerusalem Talmud Kiddushin 4:1:8,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:8:1
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:1
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:2
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:3
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:4
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:5
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:6
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:7
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:8
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:9
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:10
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:11
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:12
Jerusalem Talmud Kiddushin 4:1:8,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:8:13
Jerusalem Talmud Kiddushin 4:1:8,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:1:8:1
Jerusalem Talmud Kiddushin 4:1:8,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:1:8:2
Jerusalem Talmud Kiddushin 4:1:8,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:8:1
Jerusalem Talmud Kiddushin 4:1:8,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:1:8:1
Jerusalem Talmud Kiddushin 4:1:8,"Mishneh Torah, Rebels 2:4"
Jerusalem Talmud Kiddushin 4:1:9,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:9:1
Jerusalem Talmud Kiddushin 4:1:9,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:9:2
Jerusalem Talmud Kiddushin 4:1:9,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:9:3
Jerusalem Talmud Kiddushin 4:1:9,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:9:4
Jerusalem Talmud Kiddushin 4:1:9,Penei Moshe on Jerusalem Talmud Kiddushin 4:1:9:5
Jerusalem Talmud Kiddushin 4:1:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:9:1
Jerusalem Talmud Kiddushin 4:1:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:9:2
Jerusalem Talmud Kiddushin 4:1:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:9:3
Jerusalem Talmud Kiddushin 4:1:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:9:4
Jerusalem Talmud Kiddushin 4:1:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:9:5
Jerusalem Talmud Kiddushin 4:1:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:9:6
Jerusalem Talmud Kiddushin 4:1:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:9:7
Jerusalem Talmud Kiddushin 4:1:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:9:8
Jerusalem Talmud Kiddushin 4:1:9,Korban HaEdah on Jerusalem Talmud Kiddushin 4:1:9:9
Jerusalem Talmud Kiddushin 4:1:9,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:1:9:1
Jerusalem Talmud Kiddushin 4:1:9,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:9:1
Jerusalem Talmud Kiddushin 4:1:9,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:1:9:2
Jerusalem Talmud Kiddushin 4:1:9,Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 4:1:9:1
Jerusalem Talmud Kiddushin 4:1:9,"Mishneh Torah, Virgin Maiden 1:10"
Jerusalem Talmud Kiddushin 4:1:9,"Tur, Even HaEzer 177"
Jerusalem Talmud Kiddushin 4:2:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:1:1
Jerusalem Talmud Kiddushin 4:2:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:1:2
Jerusalem Talmud Kiddushin 4:2:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:1:1
Jerusalem Talmud Kiddushin 4:2:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:1:2
Jerusalem Talmud Kiddushin 4:2:1,"Mishneh Torah, Forbidden Intercourse 15:12"
Jerusalem Talmud Kiddushin 4:2:1,"Mishneh Torah, Forbidden Intercourse 15:13"
Jerusalem Talmud Kiddushin 4:2:1,"Shulchan Arukh, Even HaEzer 4:31"
Jerusalem Talmud Kiddushin 4:2:1,"Tur, Even HaEzer 4"
Jerusalem Talmud Kiddushin 4:2:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:2:1
Jerusalem Talmud Kiddushin 4:2:2,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:2:1
Jerusalem Talmud Kiddushin 4:2:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:3:1
Jerusalem Talmud Kiddushin 4:2:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:3:2
Jerusalem Talmud Kiddushin 4:2:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:3:3
Jerusalem Talmud Kiddushin 4:2:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:3:4
Jerusalem Talmud Kiddushin 4:2:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:3:5
Jerusalem Talmud Kiddushin 4:2:3,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:3:6
Jerusalem Talmud Kiddushin 4:2:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:3:1
Jerusalem Talmud Kiddushin 4:2:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:3:2
Jerusalem Talmud Kiddushin 4:2:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:3:3
Jerusalem Talmud Kiddushin 4:2:3,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:3:4
Jerusalem Talmud Kiddushin 4:2:3,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:2:3:1
Jerusalem Talmud Kiddushin 4:2:3,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:2:3:1
Jerusalem Talmud Kiddushin 4:2:3,"Mishneh Torah, Forbidden Intercourse 15:30"
Jerusalem Talmud Kiddushin 4:2:3,"Shulchan Arukh, Even HaEzer 4:32"
Jerusalem Talmud Kiddushin 4:2:3,"Tur, Even HaEzer 4"
Jerusalem Talmud Kiddushin 4:2:3,"Mishneh Torah, Plaintiff and Defendant 10:1"
Jerusalem Talmud Kiddushin 4:2:3,"Shulchan Arukh, Choshen Mishpat 72:21"
Jerusalem Talmud Kiddushin 4:2:3,"Tur, Choshen Mishpat 72"
Jerusalem Talmud Kiddushin 4:2:3,"Shulchan Arukh, Choshen Mishpat 135:1"
Jerusalem Talmud Kiddushin 4:2:3,"Tur, Choshen Mishpat 135"
Jerusalem Talmud Kiddushin 4:2:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:4:1
Jerusalem Talmud Kiddushin 4:2:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:4:2
Jerusalem Talmud Kiddushin 4:2:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:4:3
Jerusalem Talmud Kiddushin 4:2:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:4:4
Jerusalem Talmud Kiddushin 4:2:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:4:5
Jerusalem Talmud Kiddushin 4:2:4,Penei Moshe on Jerusalem Talmud Kiddushin 4:2:4:6
Jerusalem Talmud Kiddushin 4:2:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:4:1
Jerusalem Talmud Kiddushin 4:2:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:4:2
Jerusalem Talmud Kiddushin 4:2:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:4:3
Jerusalem Talmud Kiddushin 4:2:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:4:4
Jerusalem Talmud Kiddushin 4:2:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:4:5
Jerusalem Talmud Kiddushin 4:2:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:4:6
Jerusalem Talmud Kiddushin 4:2:4,Korban HaEdah on Jerusalem Talmud Kiddushin 4:2:4:7
Jerusalem Talmud Kiddushin 4:2:4,Mareh HaPanim on Jerusalem Talmud Kiddushin 4:2:4:1
Jerusalem Talmud Kiddushin 4:2:4,Sheyarei Korban on Jerusalem Talmud Kiddushin 4:2:4:1
Jerusalem Talmud Kiddushin 4:2:4,Noam Yerushalmi on Kiddushin 4:2:4:1-10
Jerusalem Talmud Kiddushin 4:2:4,"Mishneh Torah, Inheritances 2:14"
Jerusalem Talmud Kiddushin 4:2:4,"Shulchan Arukh, Choshen Mishpat 277:12"
Jerusalem Talmud Kiddushin 4:2:4,"Tur, Choshen Mishpat 277"
Jerusalem Talmud Kiddushin 4:2:4,"Mishneh Torah, Forbidden Intercourse 9:32"
Jerusalem Talmud Kiddushin 4:2:4,"Shulchan Arukh, Yoreh De'ah 190:50"
Jerusalem Talmud Kiddushin 4:2:4,"Tur, Yoreh De'ah 190"
Jerusalem Talmud Kiddushin 4:3:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:3:1:1
Jerusalem Talmud Kiddushin 4:3:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:3:1:2
Jerusalem Talmud Kiddushin 4:3:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:3:1:3
Jerusalem Talmud Kiddushin 4:3:1,Penei Moshe on Jerusalem Talmud Kiddushin 4:3:1:4
Jerusalem Talmud Kiddushin 4:3:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:3:1:1
Jerusalem Talmud Kiddushin 4:3:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:3:1:2
Jerusalem Talmud Kiddushin 4:3:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:3:1:3
Jerusalem Talmud Kiddushin 4:3:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:3:1:4
Jerusalem Talmud Kiddushin 4:3:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:3:1:5
Jerusalem Talmud Kiddushin 4:3:1,Korban HaEdah on Jerusalem Talmud Kiddushin 4:3:1:6
Jerusalem Talmud Kiddushin 4:3:1,"Mishneh Torah, Forbidden Intercourse 15:21"
Jerusalem Talmud Kiddushin 4:3:1,"Shulchan Arukh, Even HaEzer 4:24"
Jerusalem Talmud Kiddushin 4:3:1,"Tur, Even HaEzer 4"
Jerusalem Talmud Kiddushin 4:3:1,"Shulchan Arukh, Even HaEzer 4:26"
Jerusalem Talmud Kiddushin 4:3:1,"Shulchan Arukh, Even HaEzer 4:31"
Jerusalem Talmud Kiddushin 4:3:2,Penei Moshe on Jerusalem Talmud Kiddushin 4:3:2:1
